,0
1231,0
1232,1
1233,1
1234,0
1235,0
1236,0
1237,0
1238,1
1239,1
1240,1
1241,1
1242,0
1243,0
1244,0
1245,1
1246,1
1247,0
1248,0
1249,0
1250,1
1251,0
1252,0
1253,1
1254,0
1255,0
1256,0
1257,1
1258,0
1259,0
1260,1
1261,1
1262,1
1263,1
1264,0
1265,0
1266,0
1267,1
1268,0
1269,1
1270,0
1271,1
1272,0
1273,1
1274,0
1275,0
1276,0
1277,0
1278,1
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,0
1289,1
1290,0
1291,0
1292,0
1293,1
1294,0
1295,0
1296,0
1297,1
1298,0
1299,0
1300,1
1301,1
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,1
1330,0
1331,0
1332,0
1333,0
1334,1
1335,1
1336,1
1337,0
1338,0
1339,1
1340,0
1341,0
1342,0
1343,0
1344,1
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,1
1354,1
1355,1
1356,1
1357,0
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,1
1365,0
1366,1
1367,1
1368,1
1369,1
1370,1
1371,0
1372,0
1373,1
1374,1
1375,0
1376,1
1377,0
1378,0
1379,0
1380,0
1381,1
1382,1
1383,1
1384,0
1385,0
1386,1
1387,1
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,0
1401,0
1402,1
1403,0
1404,0
1405,1
1406,1
1407,0
1408,1
1409,0
1410,0
1411,0
1412,1
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,1
1428,0
1429,0
1430,1
1431,1
1432,0
1433,1
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,1
1445,1
1446,0
1447,0
1448,0
1449,0
1450,1
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,1
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,1
1467,1
1468,0
1469,1
1470,1
1471,0
1472,1
1473,1
1474,0
1475,1
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,0
1484,0
1485,1
1486,0
1487,1
1488,0
1489,0
1490,0
1491,1
1492,0
1493,0
1494,0
1495,0
1496,0
1497,1
1498,0
1499,0
1500,0
1501,1
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,1
1509,0
1510,1
1511,0
1512,1
1513,1
1514,0
1515,0
1516,0
1517,0
1518,0
1519,1
1520,1
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,0
1532,0
1533,1
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,1
1541,1
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,1
1549,0
1550,1
1551,1
1552,0
1553,0
1554,1
1555,0
1556,1
1557,1
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,0
1573,0
1574,1
1575,0
1576,0
1577,1
1578,1
1579,1
1580,0
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,1
1589,1
1590,0
1591,1
1592,1
1593,0
1594,1
1595,0
1596,0
1597,1
1598,0
1599,1
1600,1
1601,1
1602,1
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,1
1610,1
1611,0
1612,0
1613,0
1614,0
1615,0
1616,1
1617,1
1618,1
1619,0
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,0
1638,1
1639,0
1640,0
1641,1
1642,1
1643,0
1644,0
1645,1
1646,0
1647,0
1648,1
1649,1
1650,1
1651,0
1652,0
1653,0
1654,0
1655,1
1656,1
1657,0
1658,0
1659,1
1660,0
1661,1
1662,0
1663,0
1664,0
1665,1
1666,1
1667,0
1668,1
1669,1
1670,1
1671,0
1672,1
1673,0
1674,1
1675,1
1676,1
1677,1
1678,0
1679,0
1680,0
1681,1
1682,0
1683,1
1684,1
1685,1
1686,1
1687,0
1688,1
1689,0
1690,1
1691,1
1692,1
1693,0
1694,0
1695,1
1696,0
1697,1
1698,0
1699,1
1700,1
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,1
1708,0
1709,0
1710,0
1711,0
1712,0
1713,1
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,0
1721,0
1722,1
1723,0
1724,1
1725,1
1726,0
1727,0
1728,0
1729,0
1730,1
1731,0
1732,1
1733,1
1734,0
1735,0
1736,0
1737,1
1738,1
1739,1
1740,0
1741,1
1742,1
1743,1
1744,0
1745,0
1746,0
1747,1
1748,1
1749,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,1
1756,0
1757,0
1758,0
1759,1
1760,0
1761,0
1762,0
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,0
1770,0
1771,0
1772,1
1773,0
1774,0
1775,1
1776,0
1777,0
1778,1
1779,0
1780,1
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,0
1793,1
1794,0
1795,1
1796,1
1797,0
1798,0
1799,0
1800,1
1801,0
1802,0
1803,0
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,1
1811,1
1812,0
1813,0
1814,1
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,1
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,1
1830,1
1831,1
1832,1
1833,0
1834,1
1835,1
1836,0
1837,1
1838,0
1839,1
1840,1
1841,1
1842,1
1843,0
1844,0
1845,1
1846,1
1847,0
1848,0
1849,0
1850,1
1851,1
1852,0
1853,0
1854,0
1855,0
1856,1
1857,0
1858,0
1859,0
1860,1
1861,0
1862,0
1863,0
1864,1
1865,1
1866,0
1867,0
1868,0
1869,0
1870,1
1871,1
1872,0
1873,1
1874,0
1875,1
1876,0
1877,0
1878,1
1879,1
1880,1
1881,1
1882,0
1883,1
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,1
1891,0
1892,1
1893,0
1894,0
1895,1
1896,0
1897,1
1898,1
1899,1
1900,1
1901,1
1902,0
1903,0
1904,1
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,1
1918,0
1919,1
1920,1
1921,0
1922,1
1923,0
1924,1
1925,0
1926,0
1927,0
1928,0
1929,0
1930,1
1931,0
1932,0
1933,0
1934,1
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,1
1950,0
1951,1
1952,0
1953,0
1954,0
1955,0
1956,0
1957,1
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,1
1968,0
1969,0
1970,1
1971,1
1972,0
1973,1
1974,0
1975,0
1976,0
1977,1
1978,0
1979,0
1980,0
1981,0
1982,1
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,1
2006,1
2007,0
2008,1
2009,0
2010,1
2011,1
2012,1
2013,0
2014,0
2015,1
2016,1
2017,1
2018,0
2019,1
2020,1
2021,0
2022,0
2023,0
2024,1
2025,0
2026,0
2027,0
2028,1
2029,1
2030,0
2031,0
2032,0
2033,1
2034,0
2035,1
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,1
2045,1
2046,0
2047,0
2048,1
2049,1
2050,0
2051,0
2052,0
2053,1
2054,0
2055,1
2056,1
2057,0
2058,0
2059,1
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,0
2070,1
2071,0
2072,0
2073,1
2074,1
2075,0
2076,1
2077,1
2078,1
2079,0
2080,0
2081,1
2082,0
2083,0
2084,1
2085,0
2086,0
2087,0
2088,0
2089,1
2090,0
2091,0
2092,1
2093,1
2094,0
2095,1
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,1
2105,0
2106,0
2107,0
2108,1
2109,1
2110,1
2111,0
2112,0
2113,0
2114,1
2115,0
2116,0
2117,0
2118,1
2119,0
2120,0
2121,1
2122,0
2123,0
2124,1
2125,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,1
2134,0
2135,0
2136,0
2137,1
2138,0
2139,1
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,0
2152,0
2153,1
2154,1
2155,1
2156,0
2157,0
2158,1
2159,0
2160,1
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,0
2168,1
2169,1
2170,1
2171,0
2172,1
2173,1
2174,1
2175,0
2176,1
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,1
2185,1
2186,1
2187,0
2188,0
2189,0
2190,0
2191,0
2192,1
2193,1
2194,0
2195,0
2196,0
2197,1
2198,0
2199,1
2200,0
2201,0
2202,1
2203,0
2204,0
2205,0
2206,0
2207,0
2208,1
2209,0
2210,0
2211,1
2212,0
2213,0
2214,0
2215,0
2216,0
2217,1
2218,0
2219,0
2220,1
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,0
2228,0
2229,0
2230,1
2231,1
2232,1
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,1
2241,0
2242,0
2243,1
2244,0
2245,0
2246,0
2247,1
2248,0
2249,1
2250,0
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,0
2258,0
2259,0
2260,1
2261,1
2262,0
2263,1
2264,0
2265,1
2266,0
2267,1
2268,1
2269,1
2270,1
2271,0
2272,0
2273,0
2274,1
2275,0
2276,0
2277,0
2278,1
2279,1
2280,1
2281,0
2282,0
2283,1
2284,1
2285,0
2286,1
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,1
2297,0
2298,0
2299,1
2300,1
2301,1
2302,0
2303,1
2304,1
2305,1
2306,1
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,1
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,1
2324,1
2325,0
2326,0
2327,1
2328,0
2329,0
2330,1
2331,0
2332,1
2333,0
2334,0
2335,0
2336,1
2337,0
2338,0
2339,1
2340,1
2341,0
2342,0
2343,0
2344,0
2345,0
2346,1
2347,1
2348,0
2349,1
2350,0
2351,0
2352,1
2353,1
2354,0
2355,0
2356,1
2357,0
2358,0
2359,0
2360,0
2361,0
2362,1
2363,1
2364,1
2365,1
2366,0
2367,1
2368,0
2369,1
2370,0
2371,1
2372,0
2373,1
2374,0
2375,0
2376,1
2377,0
2378,0
2379,0
2380,1
2381,1
2382,1
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,1
2396,1
2397,1
2398,0
2399,0
2400,1
2401,1
2402,0
2403,0
2404,0
2405,0
2406,1
2407,1
2408,0
2409,0
2410,0
2411,0
2412,0
2413,1
2414,0
2415,1
2416,0
2417,0
2418,0
2419,1
2420,1
2421,0
2422,0
2423,1
2424,0
2425,1
2426,1
2427,0
2428,1
2429,0
2430,0
2431,0
2432,0
2433,1
2434,0
2435,1
2436,0
2437,0
2438,1
2439,0
2440,0
2441,1
2442,0
2443,1
2444,1
2445,1
2446,1
2447,0
2448,0
2449,0
2450,0
2451,0
2452,1
2453,0
2454,1
2455,1
2456,1
2457,1
2458,1
2459,0
2460,1
2461,1
2462,0
2463,1
2464,0
2465,0
2466,0
2467,0
2468,0
2469,1
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,1
2481,0
2482,1
2483,0
2484,1
2485,0
2486,1
2487,1
2488,0
2489,1
2490,1
2491,1
2492,0
2493,1
2494,0
2495,1
2496,0
2497,0
2498,1
2499,1
2500,0
2501,1
2502,1
2503,0
2504,0
2505,0
2506,1
2507,0
2508,0
2509,0
2510,1
2511,0
2512,0
2513,1
2514,0
2515,0
2516,1
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,0
2530,1
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,1
2539,0
2540,1
2541,1
2542,0
2543,1
2544,1
2545,0
2546,0
2547,0
2548,1
2549,0
2550,1
2551,0
2552,0
2553,0
2554,0
2555,1
2556,1
2557,1
2558,0
2559,0
2560,1
2561,0
2562,0
2563,0
2564,1
2565,0
2566,1
2567,1
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,1
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,1
2583,0
2584,1
2585,0
2586,0
2587,0
2588,1
2589,0
2590,1
2591,0
2592,0
2593,1
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,1
2604,0
2605,0
2606,1
2607,0
2608,1
2609,1
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,0
2618,0
2619,1
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,1
2632,1
2633,0
2634,1
2635,1
2636,0
2637,1
2638,0
2639,1
2640,0
2641,1
2642,1
2643,0
2644,1
2645,1
2646,0
2647,0
2648,0
2649,0
2650,1
2651,1
2652,1
2653,1
2654,0
2655,1
2656,0
2657,0
2658,0
2659,0
2660,0
2661,1
2662,0
2663,0
2664,1
2665,1
2666,1
2667,1
2668,0
2669,0
2670,1
2671,1
2672,0
2673,0
2674,0
2675,0
2676,1
2677,0
2678,0
2679,1
2680,0
2681,1
2682,0
2683,1
2684,0
2685,1
2686,0
2687,0
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,1
2695,1
2696,0
2697,1
2698,1
2699,0
2700,0
2701,1
2702,0
2703,0
2704,0
2705,1
2706,1
2707,1
2708,0
2709,1
2710,0
2711,0
2712,0
2713,1
2714,0
2715,0
2716,0
2717,0
2718,0
2719,1
2720,1
2721,1
2722,0
2723,0
2724,1
2725,0
2726,0
2727,0
2728,1
2729,1
2730,1
2731,0
2732,1
2733,0
2734,0
2735,1
2736,0
2737,1
2738,0
2739,1
2740,1
2741,1
2742,0
2743,0
2744,0
2745,1
2746,0
2747,0
2748,0
2749,1
2750,0
2751,1
2752,0
2753,0
2754,0
2755,0
2756,1
2757,1
2758,1
2759,0
2760,1
2761,0
2762,0
2763,1
2764,1
2765,1
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,1
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,1
2781,0
2782,1
2783,1
2784,0
2785,0
2786,1
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,0
2794,1
2795,0
2796,1
2797,1
2798,0
2799,1
2800,0
2801,0
2802,1
2803,1
2804,1
2805,1
2806,1
2807,1
2808,1
2809,0
2810,0
2811,1
2812,1
2813,1
2814,0
2815,1
2816,1
2817,1
2818,0
2819,0
2820,0
2821,0
2822,0
2823,1
2824,1
2825,1
2826,0
2827,0
2828,0
2829,1
2830,0
2831,1
2832,1
2833,0
2834,1
2835,1
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,1
2844,0
2845,1
2846,0
2847,0
2848,0
2849,0
2850,0
2851,1
2852,0
2853,0
2854,0
2855,1
2856,0
2857,0
2858,0
2859,0
2860,1
2861,1
2862,1
2863,0
2864,1
2865,1
2866,0
2867,0
2868,0
2869,1
2870,0
2871,0
2872,1
2873,0
2874,0
2875,1
2876,0
2877,1
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,1
2894,1
2895,1
2896,1
2897,0
2898,0
2899,0
2900,0
2901,0
2902,1
2903,0
2904,0
2905,1
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,1
2921,1
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,1
2929,0
2930,1
2931,0
2932,1
2933,1
2934,0
2935,1
2936,1
2937,1
2938,1
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,1
2946,1
2947,0
2948,0
2949,1
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,1
2958,1
2959,0
2960,1
2961,0
2962,1
2963,0
2964,1
2965,0
2966,1
2967,0
2968,0
2969,0
2970,0
2971,1
2972,0
2973,0
2974,0
2975,1
2976,0
2977,0
2978,1
2979,1
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,1
2991,0
2992,0
2993,0
2994,1
2995,0
2996,0
2997,0
